track_id,recording_mbid,release_mbid,titulo,anio,mes,pais,release_group_mbid,tipo,fuente
TRQHIWF128F425B566,c6c44c70-a8c4-433a-a96d-5e5280be0d11,ec6f2402-e8a0-4270-8c8f-b3d9f29213a4,Vancouver Complication,2005,3,Canada,a936d975-78a7-36ac-b50a-6945b9991a4d,Album,musicbrainz
TRQHIYH128F149BF81,ca1ff042-d45e-4cae-b64a-f9089e10add8,baef36ef-64d7-421d-9362-813bc11ac9b2,Talking Heads: 77,1977,9,United States,d99084ee-de04-3ba1-8203-5f1a7e5355ee,Album,musicbrainz
TRQHJSR12903CD09F2,14e21dc9-5b70-41ec-bbeb-6776e26c30a6,d6f25d75-0c5a-477b-9dfc-90ad5edfac5d,Early Dayz,2006,,United States,8aab465c-3635-4bc7-acb5-fa7ef9ad3d0e,Album,musicbrainz
TRQHJXW128F4273D2A,806bd1d8-a3b6-4103-bb0a-9b9038b91dd6,423dd615-fb29-471d-af78-62440565b652,Dijous Paella,2005,,Spain,cace8b95-1e38-3c38-8607-71d7bb9cb3a7,Album,musicbrainz
TRQHKRM128F427273F,1690cc51-24b1-45be-b5cc-2ebaf8bcae25,185687f9-10c3-468f-9b3b-2fac9c3e443f,Love & Hate,1988,3,United Kingdom,ed66ee9d-fbfd-3b3c-a83b-3d81a327bcbd,Album,musicbrainz
TRQHKZD12903CC38D0,cf1b5804-9d57-4593-a98b-13d389a9474e,a8cfa51c-ed1b-45fe-9e52-ed4b3b0f0a61,77,1999,,Spain,5c98dd64-8954-3754-b603-97fa1e7f0949,Album,musicbrainz
TRQHLFY128F42325A3,7458cbec-72d5-4abe-8f6d-422311098815,4508fb54-941d-4fe7-8ce3-259d9db21c91,Lost Hits of the 50’s (Rock & Roll),2017,,Europe,e12a5b0f-23bc-4315-8d55-1bf63971caa1,Album,musicbrainz
TRQHLSE12903CBE203,3e4547fe-ad56-420b-8d97-560227097727,71aba1bf-f39a-416b-9a71-e02c3cd9e8a1,"Swinging, Singing, Playing",2009,8,United States,28bc8bf7-7686-4f63-af67-684ed41324b6,Album,musicbrainz
TRQHLSP128F9320114,b31f6e41-a7a1-4b6e-be64-eb4f42daca27,797ce4bc-0fc7-4e44-9159-b74441fafa58,Bruel,1994,4,France,7af62562-7a7d-48d3-ab94-8e8a176e8f89,Album,musicbrainz
TRQHLWA12903CC5258,f467e916-a3f2-4d23-9c37-30ae62eebe77,66e50d8a-1672-4ecb-9989-99010619b8cb,Renaissance,1966,,United States,d80c8bc2-a8a0-3904-93f6-15a2c62c025f,Album,musicbrainz
TRQHLZH128F934695D,5bb7b74e-0c7f-49b7-a4f8-a5e8b3e36ca9,a716a9fe-0bcc-4a61-886b-505f2357aece,Stay,2014,6,United Kingdom,f922271d-4bc7-3580-bfc0-a9078981e8a6,Album,musicbrainz
TRQHMGG12903CB0412,539e307b-65dd-484e-acf0-1811abe79f52,add0bc72-66d7-4181-9589-8190f85a6a91,Holy Bat Music: A Tribute to Batman,2006,,France,c2aad672-ab38-410b-aef9-5f4358546523,Album,musicbrainz
TRQHMHX128F4243340,24fa8cf9-c87a-4241-858d-918ea52418ed,94991586-a4e2-4306-b50e-6fc0bdb727ff,Live,1997,12,Japan,d4511b8a-7a20-3e60-bd99-d43a0f50f95a,Album,musicbrainz
TRQHMKY128F426BB08,4693e06a-de4d-4045-b60f-2934b4db11b0,a6f3b00e-31cf-4ee9-b95e-13a699ec890b,Cecil Gant,1989,,France,ffca5ec6-47dd-46c1-b1ac-151e3a3a8369,Album,musicbrainz
TRQHNGG128F92D3176,8d84f777-0520-435a-9e46-e2abd681c4e9,243c822d-4c2e-4aae-8c4c-de9f717aa207,What Are Friends For,2008,1,United Kingdom,e0ac5fdf-9573-3f58-be52-ae8e04bf586b,Album,musicbrainz
TRQHNJO128F428CEEE,800a038d-b181-44b0-98c8-06ebfb124b97,333f53bf-e4f8-32f4-b06a-d3666db232b7,The Ghosts That Haunt Me,1991,4,Canada,b7e8878a-aafb-34d8-955d-eee1e0d924db,Album,musicbrainz
TRQHNNY128F4289876,da2addac-b522-45e9-8567-ec0bb14f70e2,f2a5d6b6-f1fc-4b52-94b7-378c5f5ab3f7,Dark Rave,2006,3,[Worldwide],3b00c0fb-d74f-38b6-8c4d-f7bbd6f7e0e3,EP,musicbrainz
TRQHOBX128E0790E85,2b6a5742-fe45-4683-bf5c-8f03453205b3,bd5380ec-3ab6-486c-8a00-9ed7ed4dd364,Soulful,1996,,Canada,e08bb528-27bf-4892-9131-1ba740338070,Album,musicbrainz
TRQHOCQ128F93225D5,0f9ed286-c35a-4419-99a3-5564bb39fc92,bef01324-dd9e-4608-9726-781d68fc26fb,A Little Faster,2009,6,United States,cfd38ff5-0de0-4855-93d4-c03ce754afaa,Album,musicbrainz
TRQHOEJ128F424F791,683bb522-6b49-4f0f-b10a-61c7f41c68e0,43ab9ad9-ba43-4107-8e61-487fb10bc617,Global Underground 033: Layo & Bushwacka! in Rio,2007,10,United Kingdom,c17f8f37-9e99-3c3b-a6fc-411b5e7a9c3f,Album,musicbrainz
TRQHOHP128F93412F7,ace9ba17-ca24-46ec-9301-99e0192a7622,01dc99b9-f66f-48b6-bbfe-f47dbb4b87c9,African Criss Cross,,,,5e31045f-054d-465b-b67c-7067829efb86,Album,musicbrainz
TRQHOHX128F1489184,8a4de1eb-7f71-4074-bd47-651341e6165a,76bae583-aa27-4e58-93dd-4f9f50a4b244,"Love, Pain & the whole crazy thing",2006,11,United States,73563269-15c1-3349-aed7-6881239993fa,Album,musicbrainz
TRQHOMZ128F42BCE7A,b2e640a1-7b90-4236-8bc1-230f79b84bdf,fc763630-7e15-408f-95dd-9728e8814dc8,Hats Off to the Buskers,2007,1,United Kingdom,94831be7-2a5b-36ca-942f-65fbe2732fa3,Album,musicbrainz
TRQHOOO128F932EC21,3d5a3d6d-1832-4f17-8df3-1287998f2d0c,7fb8c7d5-c41d-470f-a40e-6bfb9f0e1b1c,The Rewinds,2006,6,United States,6f5b9a51-8e02-3567-8d9b-ffeeecc51164,Album,musicbrainz
TRQHOTE128F424CC8B,e78e1ae7-7683-4489-988c-ddde88b27e46,bd14b627-e66b-4b38-b4e0-d25532ea0a34,We're Going to Hollywood for This: Live Perversions,2004,,Poland,952ee257-0353-4326-894e-b6509a1ef398,Album,musicbrainz
TRQHOVO128F4256967,e372543c-b4e6-438e-8336-4f2f56bbf00d,f041df25-1757-4b63-b6f4-a7922e6e8dda,De Letra & Musica,2000,,Brazil,5f75cee4-139f-4b35-b31a-2c2640f63da8,Album,musicbrainz
TRQHOZV128EF366FBC,642b4752-1709-4789-99f0-b3aae25cbbfd,0ba1644d-8158-4e4e-8cc7-16bc969882a2,Cornelio Reyna con el Mariachi de Oro y Plata de Jóse Chávez,1972,,United States,bba18e70-49f9-4022-bc67-efe3124d13ad,Album,musicbrainz
TRQHPBL12903CBF637,d96ab5c0-a7c4-49c1-afe0-953bfcc5d1fe,d24bb2a0-5fba-4dae-a113-7d18a59e87a4,Evolution Through Revolution,2009,4,United States,21d9ebb4-2a47-48c7-b8ee-e7be26140211,Album,musicbrainz
TRQHPHW128F933AC75,841488cc-f132-4ae3-bcdb-c1908a9982e4,30685794-2f67-412d-bf87-29768e65689b,Niceland,2004,11,United Kingdom,3676d29d-f2df-34cd-a2e5-69705df3fd66,Album,musicbrainz
TRQHPIT128F932C634,6d06625c-2c6d-4fb1-bd15-4c5b25d578e9,4bfd88d0-5108-4e6b-be4e-3a6e57be21cb,Heart & Soul: Live in San Francisco,2004,3,United States,cdb37762-b38a-3206-9657-fcd8217009bc,Album,musicbrainz
TRQHPQV128F92EC64D,c9e867c5-f11c-4468-b277-218686b0c3bf,2e3eda7c-afb8-4dbd-aa23-5d168f5a8cdc,What I Like About Texas: Greatest Hits,1998,1,United States,e459ae27-147a-3553-afb0-a2ff597fd7f4,Album,musicbrainz
TRQHPUP128F92DE818,79ba7bfd-81d5-47d2-8d53-300146f81975,57209b7d-d545-4477-bb65-b180e91013e7,The Songstress,1983,5,United States,1a893910-0bfc-3f12-8a1c-3b4c72e153a3,Album,musicbrainz
TRQHPXF128F930B877,c6b3c80e-efc6-482f-a943-6a247b9f9788,b46516a8-8054-410a-8771-75fa188da936,Panic Attack at Sainsbury's,2000,,United Kingdom,76d77796-e263-3592-92e2-6863cd8aafa6,Album,musicbrainz
TRQHQLN12903CBD237,c4adbeb2-a0df-4661-8c72-f9c24199b25f,b2c841cd-38ff-464c-8a51-93c39638e850,"Other Voices, Too (A Trip Back to Bountiful)",1998,7,United States,ef8baeac-87f6-3b24-8323-55349f67189a,Album,musicbrainz
TRQHQVW128F427A774,d36eda48-3f7b-466c-b14a-3f54e7dd1ecc,94b202ee-ed14-4fb2-baf3-5bbeb551b92e,Un Darllenwr Lwcus,2000,,United Kingdom,93218e5b-e8cf-3849-9571-a6e8e3f7137e,EP,musicbrainz
TRQHQYH128F92C4201,62a1b1d3-9b90-42f2-bb04-53c08b592cec,8fdf6624-ef17-442c-802f-d2175a2c2ca5,Ao Vivo e Sem Retoques,2010,,Brazil,7aef0551-8c39-4c1c-869e-2ab5dbbdb5d6,Album,musicbrainz
TRQHRFA128F92E9C24,c4fd8a14-a8a4-44fd-ba17-efba1cae55fa,23359598-b96e-4d2d-9d5e-4ce4dfcb2a9c,Mañana,2005,11,United States,7064477d-9156-377a-95a4-8da2fa4fdcb2,Album,musicbrainz
TRQHROX128F9320C88,0c0a5aef-ee9b-4c6d-b138-d5ee06360d15,26eaffc8-73c1-4e1e-ae25-a3d35173957a,The Legendary British Hits,1992,,Germany,64795c47-c40d-309b-b2f8-cecd43317040,Album,musicbrainz
TRQHRRK128F92EF5F6,5a04f70b-ae63-46be-8803-53f6843c0f4e,8a8110a6-5b04-4697-9c00-6e9f7c90b38a,Lift Off,2006,2,Canada,9af17b66-f9f1-493b-89a3-3c4636e1f982,Album,musicbrainz
TRQHRUQ128F4261073,f62e0727-cfc2-4f27-9eb0-26cc17588d7d,b82d729f-fbd5-4e84-840f-1b37c5ec11c8,Ghost on the Motorway,,,,48a06c22-8d1f-461d-9997-e9b8f59ab58d,Album,musicbrainz
TRQHSAR128F423655F,03e15550-429a-4d78-b0a9-c9636c23d777,07d9c27f-8656-42bf-a6e9-9ef1660c1435,The Mexecutioner! The Best of Brujería,2003,9,United States,16ee928b-dac5-3c7c-8f3d-0e9589a494fa,Album,musicbrainz
TRQHSHJ12903CF6A93,ab3f83fd-57c7-408e-ba5b-232a128349ce,932abadc-07d6-4159-9c90-4d6bc51df332,Secret Worlds,2004,,Europe,2d113208-148e-3379-b2da-91802fd17144,Album,musicbrainz
TRQHSLI128E0783DF4,b63facb8-4552-4e34-ae9e-91235e3423fc,0135914e-8f55-4183-b094-b54b0f9887c9,Sei bellissima,1998,,Italy,fd07c574-b04f-489b-be90-50aa06374590,Album,musicbrainz
TRQHSVO128F933A273,3317446f-6867-42e9-b84c-ef57986ced3c,c7cae4a0-d834-41d0-bb2d-b6fcdab61db3,Tides,2006,8,Finland,323dfe38-bc57-3c28-b3e3-9c633462e8ab,Album,musicbrainz
TRQHSWS128F92F4D94,7101bb52-24e4-4c51-bd7b-41a174c445c7,78995dad-7b5b-46e3-9f4b-e7813ea43670,52 Weeks,2009,,United States,6d97ba40-a049-4c5b-9343-ea33588f34cd,Album,musicbrainz
TRQHSZA128F92F946D,f3a14034-d000-4b3a-8f02-360b1456ff86,6eb6ccce-75d7-4d5b-943d-26f32c840123,Para olvidarte de mí,2009,3,Mexico,edcecddc-5225-4b82-950c-443642a579d6,Album,musicbrainz
TRQHTRF128F9332D16,c2f0d0bc-7bf2-4026-b75d-1e553673751e,2e064c33-3b33-4005-9526-0ecace00eded,Istanbul,2009,11,[Worldwide],1950726e-f854-49d4-b4b1-92bd600738fd,Single,musicbrainz
TRQHTSC12903CE273E,17f6b8ee-f593-4235-ba85-c8a5bfad230d,e87133fc-0517-4369-a191-3c4b6d9ebfdc,Ping Pong,2002,11,United States,57e3e84e-0e2b-3a38-ad3e-946011354ea7,EP,musicbrainz
TRQHTSD128F427DBA2,d94cdfc4-e915-4915-b1e9-f966c83ee1f2,d01ad188-6f1b-4b74-8e3b-877eee8e8630,Steppin’ Out,1979,5,United States,cf8eb54a-5c0d-39fc-8b5e-b14f46ce8c2b,Album,musicbrainz
TRQHTTI128F934FC07,757d1b70-3252-4526-ab00-7aa512933194,8d5e859b-5fb0-314e-b418-8122915a4bfe,Where Were We?,2002,3,United States,f5eef1e2-4e6a-312f-b4c4-ac9f7464d18b,Album,musicbrainz
TRQHTTO128F9359707,7872fd22-b9ac-4b0d-9894-8eec189c1d47,d7f7138e-4ca9-465e-9c5e-a0a9a3f271df,Sioux City Sue,1991,,United States,684826a1-1b59-46b4-af61-077899b38897,Album,musicbrainz
TRQHUBV128E078B006,da7a977c-e176-420a-8b3f-8a7c843e40da,e0f85a43-2901-4731-99a3-26f65659eeb0,Gratitude,2005,3,United States,7a7a6e8f-2499-3dd7-99e8-aa7e9833bdd6,Album,musicbrainz
TRQHUDX128F42701F4,7372bf0f-0130-4911-94a1-ac1139e40208,8f39eae4-9465-467b-87c0-2458dcacc473,Buzzin’ Fly: 5 Golden Years in the Wilderness,2008,,United Kingdom,2a8b6c46-fa29-3e91-8ace-130d60affd50,Album,musicbrainz
TRQHUFR128E078C6EF,127d32e2-8bc6-40c0-b75d-a99679aee881,a672416a-005f-3dbc-8f78-952f5e18a7e0,Adventure,1978,4,United Kingdom,f0bec009-a58e-3984-9ea5-963f4952e0ea,Album,musicbrainz
TRQHUOS128F934B49E,d420dc20-49a4-41b6-a19c-a94e764c6ebd,6b6c5339-285b-4993-b4f0-2cfe05ba0e7c,The Emerald Way,2006,1,United States,73ac136f-05b7-315e-abfc-ebecb761482b,Album,musicbrainz
TRQHUWM128F4214209,632798b7-1603-4b35-a9c7-afe4fa692445,40504427-9e0e-4625-b987-8c28b60a25c1,The Who Sings My Generation,1966,4,United States,00c3da9f-309b-3f78-ba23-6a753fd6313d,Album,musicbrainz
TRQHUWY128F933C63C,47bb6991-f996-4668-b471-929dc49319d9,671fe321-e69e-48b3-bc54-df06d5f61300,Son of the Morning,2009,8,United States,2a0bc08b-a47e-4c7d-b7ab-7a81c316d76b,Album,musicbrainz
TRQHUXL128F429940C,04153c70-b9aa-44f1-81c9-b5a0a27202f1,93d8503f-1c9d-49a3-adaa-0b3befacb137,Playing With the Strings,,,United Kingdom,844dcad0-d6c6-41a0-842e-e85ef836c65d,Album,musicbrainz
TRQHVCO12903CCFA73,2c50b835-4fae-4adc-b960-031bcdd83198,3c58aba4-ddc1-4ff2-9a11-ce92e5ccf1ef,Mind at Large,2009,,Portugal,bfe2ea62-05c5-3f8a-9bb4-ee306ecb5d8b,Album,musicbrainz
TRQHVDH128F14A5577,b2c22d49-1a7f-47a2-9f57-20916f7ab959,c0b664f2-7598-4a04-816e-bca8b07708fc,Five Star Laundry,2001,3,Australia,9e5ff2c0-8db5-380a-8f84-c23c8bcef94a,Album,musicbrainz
TRQHVFG128F930A43B,b8225cf7-8762-438d-85e7-9153a837fdd2,adb7cbe2-43d6-4521-bda5-66e1c5224637,The Return of Fly My Pretties,2005,11,New Zealand,ae738492-6db2-3c55-9c2e-938b149e9766,Album,musicbrainz
TRQHVJQ128F429D103,b8f61132-94c6-45b5-8773-01122da3ef6b,4e91fbd2-9743-4209-8721-54a7bb520554,The Greatest Hits,1997,,United Kingdom,c2a739cd-923a-31be-b0d3-2982ab897325,Album,musicbrainz
TRQHVPW128F9336885,199add5d-c562-4368-9a58-54015557304b,db3861fd-fa82-46f4-91b7-13b7a3296dc5,Hopeful,2007,1,[Worldwide],d71d87fa-5604-3081-a5cb-ca64e0e2e6ac,Album,musicbrainz
TRQHVWJ128F9302F23,96c53027-0c5b-4574-9732-a6e917edb00d,57c7f2b8-6a86-4408-b0ee-c3e00354fd1c,Popcorn 69,2006,,Netherlands,e1783f14-3178-4d12-8423-1990dda505f5,Album,musicbrainz
TRQHWAK12903CB85E8,af8a15be-b0e5-408b-8125-79c329feda86,e048e577-9617-4646-969c-50c7d4c10687,Kammermusik 3: Klaviermusik,1991,,Germany,94946dc1-176b-422a-9274-34692d053dad,Album,musicbrainz
TRQHWEH128F4280365,95411504-2009-40db-9a57-3a9e059fe3e0,a7968320-e985-48b1-8424-64dccccf1503,Till Death Do Us Part,2004,3,United States,cfc09597-eb02-3e2c-bd0b-b8a7c7b0633b,Album,musicbrainz
TRQHWEM128F92F4E5A,e1088e47-e18a-4785-ae28-eb0da0ddd103,2e25f356-4039-46b5-9fcc-16da53bd4108,MGKK Telepathy,2009,5,Czechia,3692ea5a-7ab9-4bec-bd2f-59252ccb25b4,Album,musicbrainz
TRQHWID128F424C97A,43a3e5eb-d125-43a1-8805-717e0acfdfa7,7373a38a-df28-420b-b5a7-560d807b6a8e,Platinum Collection,2008,,France,ed0f85eb-227c-4f7b-a4dc-dc5c69485acf,Album,musicbrainz
TRQHWQM128F4271F8F,93673c2f-ba2c-467f-974f-86ca0f4b46f2,81872018-8dd2-4824-a5be-3e978956afe9,The Plan,2001,,Sweden,52849060-f9b9-34ba-9ce4-40a9cc1f173a,Album,musicbrainz
TRQHXDX128F4236A10,0832d0ee-53c3-40b3-b868-a32fbbc46ee1,ba68dbcc-14fb-475e-a72e-6712b2c3b2ed,Majesty & Wonder: An Instrumental Christmas,1999,9,United States,090723fe-8e73-3cff-94c5-d1d2ab63db21,Album,musicbrainz
TRQHXFA128EF342C84,c5648ccf-52ed-48f9-bafe-49fa32344cb7,20f069b3-40ec-430d-9c46-16b4570f98b5,Live in Australia,1987,6,United States,01eae881-2e8d-393c-83bb-942944a4eae7,Album,musicbrainz
TRQHYAS128F42921EB,1d3eb719-9177-4326-be53-9063c2efbeb2,6bd4e13f-3a3f-45db-8428-483d06d4c1cc,9th Avenue,1994,,United States,1d60164c-fde2-4568-b366-3d7c686397f4,Album,musicbrainz
TRQHYFU128F42B67A0,e2a31a28-9e10-4dfb-a7d3-eb3e68d24087,b0f993ea-eae4-4349-beda-3e3fe5e63cec,The 4-Track Adventures of Venice Shoreline Chris,1996,3,United States,9acf0b8d-35c8-3b47-acf1-b036a7f8ac05,Album,musicbrainz
TRQHYKX128F14921CB,a354c16a-ed6f-4ca7-9350-d652b2f1181e,44c18a26-b052-4b86-a182-30b41eb9e900,Le Bruit et l’Odeur,1995,,France,c482accc-2368-36af-a184-f5adfa299302,Album,musicbrainz
TRQHYOM128F930A431,82faad22-ae0e-4d91-a472-083327e53fe3,adb7cbe2-43d6-4521-bda5-66e1c5224637,The Return of Fly My Pretties,2005,11,New Zealand,ae738492-6db2-3c55-9c2e-938b149e9766,Album,musicbrainz
TRQHYSN128F92D1CD9,b66d18cf-04bf-4499-945f-d634d49fba74,1fdcb670-03ef-46c3-aee0-4e351fcb6382,Streben Nach Glück,2008,8,Germany,ff1ecaac-952d-47ba-acea-18d27c0067a8,Album,musicbrainz
TRQHYVA128F42941E6,9c97f3f4-dd04-4520-b076-5f3da272d763,32e07287-2929-4c2f-80cd-550c3066ed60,Get Heavy,2002,11,Finland,f999e69f-da74-3d23-b4de-1015851de1ee,Album,musicbrainz
TRQHYWV128F93271E6,ae41cbbd-b881-4dd9-b8c2-9f93a66f4a2f,b3e8957f-f7fa-456a-94bc-eb5797d9d562,"Vintage Music Collectors Series, Volume 13 & 14",1986,,United States,6cecc6a2-04cc-4729-a11a-0e43b9d3f726,Album,musicbrainz
TRQHYYG128F425C4D1,311bcd44-1abb-41da-9004-f2551aca7870,d04131e4-8288-489f-94e1-1d5330196313,Por derecho,1979,,Spain,afd6bf54-9563-4c63-9a51-9ce01ba68975,Album,musicbrainz
TRQHZIA128F14629DD,9bbbba7a-2f84-4bf3-b1cf-7731a1b06254,9403776d-cc77-4415-8b22-e24f61d97fcb,Daydreamin' / Christmas Rappin',1982,,United States,0006db55-56a3-4bf8-bb7d-a397f6426651,Single,musicbrainz
TRQHZJB128F426E018,e0565656-c5e7-4075-87c8-afe1ae0ea381,36c66ac2-f75f-4f93-b0fb-7e470330efae,The Complete Recordings of T‐Bone Walker 1940–1954,1990,,United States,1e91c622-5241-3e99-baa1-03e72718ac41,Album,musicbrainz
TRQHZMD12903CF7146,c3a7e70b-d22f-47c5-ba97-d178a3268176,6e45a5ef-e2eb-4c4c-9c88-44cca007f224,Floating World,2006,2,United States,4e5d665c-2c01-3ea4-b3ea-2c4703a024e3,Album,musicbrainz
TRQHZPG12903CB54AE,cb651b15-5d0b-42b9-88a6-362e8c1b8579,e8beb861-56d9-4f8e-8ac1-ce8f6ce4ac37,Do You Know Where Your Man Is,,,,f769f2de-e27b-4b84-aa5f-efd0c0385591,Album,musicbrainz
TRQHZTF128F14ABD57,ef38446e-62ef-4be9-aef8-de1a354ca13e,9611de38-f086-4aee-a772-0a6e974a4d90,"...not perfumed, ...no makup, ...just live",,,,404c13a4-477e-3a48-881a-3362af02d200,Album,musicbrainz
TRQHZTW128F42634CE,18250c4f-cd49-4249-8101-f895f212b8ff,e0f077b2-2c12-464e-8996-1bf7b0230bfc,Black Water,2006,10,United Kingdom,d871cd6c-7505-38a0-8489-e1eb998bc7b7,Album,musicbrainz
TRQHZYU12903CDB345,1f28f26a-2563-4bc0-a72d-d33497e604a3,0e99bdb3-7318-4e17-9ebe-3ddc41926620,"Under Pressure, Vol. 3",2010,11,[Worldwide],c6cadd9a-3a46-417d-b0f0-c058ff7ccf9c,Album,musicbrainz
TRQIAFV128F4230CC7,05f73d43-ab7e-4c32-bdd6-76e7e659b952,2abac0c1-5d59-44c0-9e78-59e1be6c5f64,Under a Nouveau Groove,1989,,United States,2b5c51d4-10b4-3d28-b136-e7f8baf32785,Album,musicbrainz
TRQIAHV128F92F53B8,9c1667d6-84cc-4677-aa92-e6dacf03b81a,e320cb0c-dce1-39e9-a528-88a2c6fea317,Blizzard of Ozz,1980,9,United Kingdom,1c318024-66cc-32f5-8e06-b06dc511b42c,Album,musicbrainz
TRQIAPX12903CE2CA8,4d54c580-cb84-4637-a4ac-6259ab153fc4,6dce4d41-8b82-4f85-bf2f-f165d45640b9,Serious Business,,,,87c5c92d-6f9c-4b0a-af5e-970d062ba127,Album,musicbrainz
TRQIAQA128F92E3CF0,5f57eb30-fdc6-4818-8d7d-5f7f6f43d22d,7b7afef3-7f0d-417a-8604-992e163ef9ff,Silence,2001,1,Finland,d36281d2-4602-378f-a934-696d5153dc34,Album,musicbrainz
TRQIAVJ128F9321323,ff2508c3-6ce6-4e38-8381-758c9b31500e,5e30b6f8-7b7b-436c-86b4-661ef97ca46d,Chubby Checker / Bobby Rydell,1961,,United States,2e42ff0d-7a28-4e77-b14c-74d2711bacce,Album,musicbrainz
TRQIAWC128F425C8F7,fad83963-b72b-4204-a8f3-f20bf42013c5,c26bbc42-5213-495a-a33b-ff9d79246c43,Zion Prophet,2021,4,[Worldwide],d2ed4a3b-3439-4282-a55e-838b0a60044f,Album,musicbrainz
TRQIAZK128EF35F729,7e9f4bad-bb58-4988-9a65-ab3799f72b4b,53a051a7-52b2-4af7-a091-6bc03d701b62,Breaking Hearts,1984,7,Netherlands,5276a1aa-cd46-3bc2-bcf7-4f1f8a21b771,Album,musicbrainz
TRQIBGM128F931FAF4,d66d97f9-9ea7-4f20-9586-3c3508ebf07f,c4f3d087-84f4-42eb-9ff2-f07b4c44bbc8,Vodou Adjae,1991,,United States,8473e126-1528-3aef-846a-f58636f9f7f4,Album,musicbrainz
TRQIBQS128F4289B8C,a30828e6-98e8-46c1-86af-6f31244730d6,f9c2c885-c62e-4700-ba12-ee10c6915f88,The Untamed Culture,1984,,United Kingdom,f47729bb-033e-3338-9a1c-ffe9406507f2,Album,musicbrainz
TRQIBUR12903CB0FD8,0217f682-a73c-4ec6-8408-1a8750b05ef3,b777fe7b-b48b-4abd-a6ec-0c942a6e9ad8,Dreamscapes,1999,1,Germany,baad871e-c2e9-38de-b0cf-3eb5b804a07e,Album,musicbrainz
TRQIBVR128F1499167,67a86a5f-bb2d-4f4f-9fa4-ab1c2cbdc60f,a7d98239-b2b7-4a42-aa64-5359c9e10761,Star,1999,2,United Kingdom,bf469108-e1ee-3438-b0b9-c9268b722343,Album,musicbrainz
TRQIBYW128F92FDDFB,1f74173c-c677-4093-8877-93c054213b73,8c7ea658-42e1-4f87-b69a-96ab2647e0d1,The Twilight Sad Killed My Parents and Hit the Road,2008,12,United Kingdom,a76e7b9f-f46b-3bb2-9ae0-85f41f4901dc,Album,musicbrainz
TRQICEL128F4286E10,1a2e52c2-e53b-4796-a8aa-aa98b2934ca6,132ee033-0a79-4d4b-8fd2-130cc7cc98cd,Euphoria,2018,12,[Worldwide],8c741cf1-7d9b-42fd-92bc-995238de0a03,Album,musicbrainz
TRQICLR128F423D74C,fc922ca0-db32-49f6-8767-cfc93637586a,371ef71e-cf6e-4994-8035-c33275c34c50,“Satch” and “Josh”,1975,,United Kingdom,cf384496-dd75-3440-a3ad-46c8c57913cf,Album,musicbrainz
TRQICRE128F92D2BDA,6e8a8221-3cfa-49e4-8626-fb6cea2fdeb9,e19fb0eb-537e-4bba-ac88-c44ad998b35b,Hyperactive,2018,,United Kingdom,f5b56fc7-4155-400c-96e2-6075cd418208,Album,musicbrainz
TRQICRK128F9337B75,b0b0f72e-4579-422c-8ad3-bd088043b589,0c2fd162-3576-4368-87b3-9a48537805fc,Specifics,2002,6,[Worldwide],c8e83412-6d2e-3e94-8f73-1f783fe15f75,Album,musicbrainz
TRQICYN12903CC78E3,55b8e660-43f6-4939-aa99-c86fe0307023,81f9f6bc-3d26-4b93-b94c-6e195fd689ef,Easton Corbin,2010,,United States,229514ae-8d9d-443d-95e2-4b9c743f1412,Album,musicbrainz
TRQIDQO128F42226F8,b6e649b3-8420-43f4-b3e8-11f78d44b6cd,34967e16-2a97-481a-b2fa-e68bc6d3c964,Don't Tread on Me,1988,,United Kingdom,c3a8ae63-f0c7-40da-8fa0-9abe6c9f0cc1,Album,musicbrainz
TRQIEBR12903CAFB46,3311dab7-acc0-4d6b-9eb5-e25932a45682,ac69f045-0d57-42fe-88b9-5d5659e798bb,Red Trees,2006,,United States,96b81d52-b854-489c-9fcb-25a5246b43f7,Album,musicbrainz
TRQIEJF128F4285E9E,4cbf1657-0431-44b1-8291-41b8744cdec3,9158b2f4-8f32-4250-ba58-b78b1cda0825,Waiting to Exhale: Original Soundtrack Album,1995,11,Germany,3f4b4701-580c-3284-9b42-33fe6716d33c,Album,musicbrainz
TRQIEYT12903CD6B28,71d94f64-412a-49a4-a889-6047dc319e1b,398938dd-235b-4dfc-bef5-3222606d8263,Secret Love (Remixes),2010,2,[Worldwide],ed09f9d1-8a96-4cc7-98a6-5042200fd85d,Single,musicbrainz
TRQIGBL128F427AAC9,7695004a-6d1c-4e62-b72a-afa62dbec7bf,f87595ff-f623-400a-8b58-0720ce34335b,Los Nº 1 de los 40 Principales,2008,11,Spain,278af6aa-e701-4378-865d-e7a4663dd870,Album,musicbrainz
TRQIGNI128F423A45D,6ab49f40-2739-4a08-8cf6-710fe51c84a1,c9527fc2-5f86-46cf-98ca-190c065fcdb9,Memory Lane: Best of Mighty Clouds of Joy: Recordings from 1960–1993,,,,758371de-b562-301d-8f48-48dd1fabb035,Album,musicbrainz
TRQIGOK128F424806D,4991edee-e7b3-45fc-b46f-5835938af612,ba11469c-1001-42ad-898b-c6fe0a5b4f57,Father Father,1994,5,Europe,500b0614-ff0c-3462-a1e6-831c4fbb0e9f,Album,musicbrainz
TRQIGVO128F9355374,95da51bd-14b1-4bbd-886f-c5a26e594f9e,fe486b53-0750-451d-a6ca-5ee05f43c118,The Freed Man,1989,,United States,6e402362-470f-3780-bcab-f1a732b602c5,Album,musicbrainz
