track_id,title,artist_name,release,year,duration,artist_mbid
TRVNXKV128F421ED41,Girl Eats Boy,Girl Eats Boy,Thrilled By Velocity And Distortion,1997,415.86893,205804e3-35ff-41dd-83f6-ad1e33eecf26
TRKQNNN128F92F6EDC,Suzy Wong,Papa Dee,A Little Way Different,2008,164.46649,635c4205-b466-4f28-b7a9-6af7bb37ea5f
TRXHEZL128F92FB7D3,Break Bread,Fermented Reptile,"Let's Just Call You ""Quits",1999,317.23057,6639f757-642f-425e-b43c-6266ca8741c0
TRRCVQK128F14974D8,Intro,Buckfunk 3000,First Class Ticket To Telos,1998,17.94567,53576ab3-708b-47b6-a873-0cc009ddfc87
TRXHFDH128F4298D91,mary (Album Version),the feelers,Supersystem,1998,180.68853,ea6d10c8-4f30-4315-9f71-c8c7ee03cbac
TRLABXU128F42A2639,Nisciuno Pò Sapè,Domenico Modugno,Tutto Modugno 5,0,128.05179,b8e60837-e646-4f18-8f92-27d1173511b0
TRPZHHS128F422AD6B,LAUGHINGSTOCK,SITD,LAUGHINGSTOCK,2003,295.52281,bb1c0a99-6abe-4675-ada5-601da83a926f
TRSMIXL128F42A52E2,Adventures In Solitude,The New Pornographers,Challengers,2007,256.41751,25b75a66-ce83-4db3-b136-395a3c3784c4
TRIKEIZ128F4280E34,Hey Jude (Instrumental),The Ventures,The Very Best Of The Ventures,1992,287.86893,b2cc8903-0077-4bef-8454-ac5cef53d126
TROEGBY128F92FF051,Rue The Whirl,Boards of Canada,Music Has The Right To Children,1998,399.49016,69158f97-4c07-4c4e-baf8-4e4ab1ed666e
TRCWGRX128F930C02E,Carried Away - Original,The Flamingos,The Flamingos' You Ain't Ready,0,183.74485,467c7eeb-3741-48b4-9bfb-7d6d0b2b0f83
TROVTCA12903CE0688,Private Eye,Pulsedriver,Private Eye,2010,344.0322,0c7eedb5-42e4-4002-9456-2da98f5790f1
TRFUMRL12903CBB4C3,Off (Extended),Benjamin Bates,Music Nobody Likes E.P.,0,495.3073,3138fd3a-a2a4-46b0-b732-24c11fde1b9f
TRFPAJL128F1466055,Trickster,David Usher,Little Songs,1998,204.06812,7d1118da-9f27-4ed1-93a7-210f8d5cb7a6
TRJBTXC128F930AB90,Babysong,The Devin Townsend Band,Synchestra,2006,330.34404,6e9d417e-7eb1-45dd-af0c-60ac85dfcd7a
TRXYQYE128F933621B,Lillebroer Og Storebroer,Agnes Buen Garnas / Jan Garbarek,Dark Age Of Camelot,1989,158.71955,6cb893f4-adc0-447a-9807-f0985a293fb8
TRUUDDW128F92EE6C1,I'm Gonna Find My Baby,T-Bone Walker,The Best of T-Bone Walker,1990,172.61669,f1a3fb4a-fff6-4556-a290-3704b109da90
TRJZNCC12903CE1DFF,Songs Of Freedom,Jah Cure,Songs Of Solomon,0,224.93995,07b5e94b-95ac-467d-80e0-a691c709dd11
TRRFLBH128F93088A2,The milde lomb,Briddes Roune,Lenten is come,2004,366.05342,4eb747cb-fb37-499c-a2c8-d7f6bbc3c880
TRBXFNP128F4250C26,Stupid (Featuring J. Dilla_ Fat Ray),B. R. Gunna,Dirty District Vol. 2,0,244.08771,464679ac-158f-4e4f-96b8-48718d0a8a10
TRABLSP128F92F0E1D,Summerhouse (LP Version),Better Than Ezra,Deluxe,1993,156.60363,7986c185-d91d-4204-8ee2-eac5d503fe39
TRKQJNR128F1474E64,Tree In A Corner,Simian,Chemistry Is What We Are,2001,130.95138,c4ef06c6-b6f6-48d2-ab5a-f33c30bd3275
TRYFIZN128F4293272,Dooley's World,ATB,Trilogy - Deluxe,2007,303.80363,22a096ef-c70d-4d70-ae19-4fc2412d4986
TRYYPVN128F4251BF8,Subway Superstar,Martin Briley & Brian Engel,Between The Sea And The Sky,0,276.21832,c77531b2-c33d-402b-b0d6-38e75dc9fadd
TRYCARV128F4254FAD,Andy Nogger - Gutter King (Live),Kraan,Live,1975,419.91791,d634f58c-aa2c-4430-9c85-b8e0d1c66878
TRDTGTS12903CE73B3,Babylon Can't Study,Culture,Three Sides To My Story,1991,279.50975,dda3f50d-2205-40c6-8f70-223f2eacd92a
TRGRDPK128F9317122,Mama,Godsmack,IV,2006,314.53995,ac2d1c91-3667-46aa-9fe7-170ca7fce9e2
TRIGFBC128F1487D2E,Let's Dance,Chris Rea,The Road To Hell And Back,1987,403.04281,c707b37e-cb5c-4694-be4d-46beefcb2475
TRNPATM128F147238A,Eld,Totta Näslund,Totta 2: Hjärtats Slutna Rum,0,189.3873,bb5ee247-642f-45ab-888a-2e2d40da5543
TRIQMDU128F9347671,Amorcito Corazon,Trio Los Panchos,Las Estrellas De La Hora Azul,0,167.20934,7eadfa84-186b-4953-a28b-d684a69c34e2
TRFZQER12903C9D2DB,Un desiderio innocuo,Moltheni,Ingrediente novus,2000,261.04118,15904310-f827-481a-ab0b-fb988c258af9
TRKUKLA128F428079F,Get Rhythm (With Benjy Davis),"Clarence ""Gatemouth"" Brown",Johnny's Blues - A Tribute To Johnny Cash,0,186.85342,039e3952-2f73-49f4-86fe-7aaee4a89a17
TREHATE12903CD3ACE,I´m cold,Regina Lund,Dare,0,233.50812,9430748c-5447-430c-93b6-2d5e0372c711
TRHNNAD128F4294EBA,Hooker's Hooker,Marvin Hamlisch,The Sting,1974,168.82893,fd9f268a-89ef-4577-81f4-efebc9517a07
TRGVPYE128EF350B9B,Keine Melodien,Peaches,The Teaches Of Peaches,0,208.66567,3b1a5ad8-badd-4504-b37d-690835f13a0c
TRQWKAI128F426C8FF,Sex Kills,Joni Mitchell,Travelogue,1994,237.11302,a6de8ef9-b1a1-4756-97aa-481bbb8a4069
TRUDYVU12903CE0109,Face Of Horror,Roommate & SPL,Bassism 002,0,312.63302,d5a39cb6-2c54-4a7b-84e5-4f4f66bbc681
TRZVDPP128F428FA15,Everybody Everybody,Discount,Ataxia's Alright Tonight,1996,118.30812,4b8d769c-3f91-41b7-ac14-188d53e7866f
TRXSYPD128F423B28B,Mis hijos me escupen,Lendakaris Muertos,Se habla español,2006,123.58485,3aaefe62-42e7-482b-93a5-42b8768988db
TRQBIQF128F92FCAAB,Hard Times,Oscar Brand,Laughing America (Digitally Remastered),0,163.83955,c7418473-b85b-42a9-9512-1cddfb6eb3d8
TRSXPAN128F9323BC1,Overcome,Ultraviolet,A new day,0,294.13832,f4e2e830-4d13-47ce-afb9-da8ccbf61192
TRLZEOI12903CB9796,Carrie's Suspicion,John Frizzell,Whiteout : Music from The Original Motion Picture,2009,82.23302,95ac1574-7e50-49cd-95be-5f33e118d00e
TRMHNOV128F92D2735,Cold Days From The Birdhouse,The Twilight Sad,Fourteen Autumns and Fifteen Winters,2007,373.002,d44d63b8-3da4-4f7d-aba1-a05ba8941b44
TRRCSBF12903CBADA9,If The Bombs Fall,Larry Norman,Down Under,1986,278.17751,4d4c3444-f06e-4591-9f3c-55a21fa7ebc2
TRVXATH128F42B2A9B,Castles,Sandi Thom,Smile...It Confuses People,2006,263.1571,fcdeb957-b420-4249-a092-946b537a00ca
TRTSGTN128F92EDD7B,What You've Gotta Do,Christel Alsos,Closing The Distance,2007,173.08689,79d5d9e4-53dd-4d4a-be92-e78b1d9b416a
TRZYTJG128F9337807,Counterfeit II,New Mexican Disaster Squad,New Mexican Disaster Squad,2003,86.02077,50367bbf-497f-4bcc-8b74-4d3d0081a925
TRUICWR128F425A6F3,But I Feel Good,Groove Armada,The Best Of,2002,321.4624,35723b60-732e-4bd8-957f-320b416e7b7f
TRVLTKU128F930769A,Superfreak,Beatfreakz,Ministry of Sound Presents 100,2006,201.82159,c1520b12-fc67-41e4-9cfa-e857e836b827
TRINRLR128F4265D59,Big Big Butt_ By Infectiphibian,Infectious Grooves,SARSIPPIUS' ARK (Limited Edition),0,55.19628,7e14cf06-532b-4789-8c03-5aa13da4f6f3
TRFJWWJ128E078D288,Let Me Be Your Lovemaker (LP Version),Betty Wright,The Essentials: Betty Wright,0,199.33995,eed5f159-4858-4464-93c3-fc2da3796446
TRQZQPN128F1498D32,All This Could Lead To Love,Carmen McRae,Blue Moon,1999,195.10812,29b0a6c7-ab3a-4bf3-a64f-63c8a3548196
TRLMUMM128E0791D7D,It ('s A Monster),Extreme,Extreme II - Pornograffitti,0,264.77669,282c0a37-9b7f-4873-83e6-21bf00d9185d
TRBOORN128F9301DB4,Keep Walking,The Pioneers,More Than a Song,0,128.88771,cb0078e6-e694-4674-9c76-6d39dc9beb4b
TRBGKXP128F423D260,Ces Choses Comptent Pour Moi,Jil Caplan,Toute Crue,2001,260.75383,2bfeb9b9-6f79-45b7-9e16-eed276c00d08
TRWDPRW128F428C27F,All There Is,Sandra Oxenryd,Through My Window,2005,200.46322,39edf621-3acb-4914-a087-ce67b32bdffd
TRUZCVE128E07988BB,Who (Will Take My Place),Scott Walker,Classics & Collectibles,0,196.77995,a5fb8397-1ac9-4a51-849a-4ddd5b350e0b
TRWVLLT12903CA396A,Cross The Line,Nixon,Überpop,0,222.06649,e077369a-5aa6-42c4-9137-e42c9c1a1795
TRCRLFZ128F427C558,Here we go,Lights,Lights,0,231.65342,dfcb8d48-6cc8-43eb-b4e2-eac68797c60b
TRXDADF128F4233E11,3 Days In Manhattan,Down To The Bone,From Manhattan To Staten,1996,359.81016,13cc5114-c93a-4a7b-bfaf-d8d5b57a0126
TRUTBML128E0788BBB,Depression Royale,De-Phazz,Natural Fake,2005,164.38812,5c47ccd3-3f82-46b9-96b8-efdffc83f269
TRMXJQX128F931A322,Weasenstein,Chocolate Weasel,Spaghettification,1998,316.47302,e1ae1f27-096a-453b-93c9-e0216100eca9
TRGIOIA128F42513DA,The Scat Song,Cab Calloway,Hip Cats And Cool Jive,1996,162.55955,315bd083-892b-4e76-a9f0-91a7408168fc
TRMJSWT12903CA8AE1,Lump,The Presidents of the United States of America,Pure Frosting,1995,495.77751,7509421d-1074-442f-be8f-b526167afcb3
TRGZMFZ128F427F03B,Here Comes The Summer,The Fiery Furnaces,EP,2004,209.99791,2c916f95-f6ba-46fa-b9d8-dc0d9379f603
TRCXRFG128F14898CE,Time,Yummy Bingham,The First Seed,2006,299.62404,9ffd84ca-f5f0-4f1e-a781-0f34e53bd120
TRNNPBK128EF351A58,Hey J (Theme),KC & The Sunshine Band,The Sound Of Sunshine,1975,163.94404,76a5a114-ed6a-4eb6-8a81-ad5768d4b41c
TRICDKZ128F93155D5,Green and Brown and Grey,Tiny Tin Lady,Ridiculous Bohemia,2008,259.97016,023f040e-0f3a-4e72-9bcb-d30127f33395
TRWZRZO128F4291173,Higher Forms of Pornography,Pig Destroyer,38 Counts of Battery,1998,55.27465,5c0d3974-33d5-4f7a-bebc-8f50c057927e
TRTJCRL12903CC3998,Lovers & Steppers,Shambala,Lovers & Steppers EP,0,451.63057,f262a11b-1a88-42e6-b2fb-03ee211a9254
TRKYVUE128F92E3514,Nas Asas De Um Passarinho,Alceu Valença,Marco Zero Ao Vivo,2006,333.76608,7a08d4fb-e5c1-4c39-a99b-1908ca2e83b4
TRDYTWA128F1453A1C,It's All Over  (Album Version),G. Dep Feat. Carl Thomas,Child Of The Ghetto,2001,267.36281,14f533a1-2944-40ba-b5e1-ed97416e18d5
TRNCRVU12903CFF5CD,Trail Of Insects,Bloodbath,Resurrection Through Carnage (re-issue),0,276.27057,e67bcbb8-b637-4d90-8451-99845b8091bf
TRYEPUT12903CBAE4E,Lovers in Love (Acoustic),Portugal. The Man,The Satanic Satanist (The Majestic Majesty Deluxe Edition),0,174.602,3599a39e-4e10-4cb5-90d4-c8a015ebc73b
TRWELSV128F9301964,Can Hardly Wait (Eric Kupper Mix),Bonnie Bailey,A Trip In Chill,0,233.19465,ea75c173-207f-436a-bc91-ddeda2be2efe
TRTYGAD128F4271A68,Starry Dynamo,Talkdemonic,Mutiny Sunshine,2004,126.45832,cffb263e-f6af-4127-b783-f4bbf28cad0c
TREMNHR128F9303BAE,Bridge Over Troubled Water,Sheila Walsh,The Best Of Sheila Walsh,0,291.23873,be5d81d1-9f2a-49d1-9a60-ec5824f4086f
TRCMXHI12903CABA5E,Paradise,Roger Williams,Daydreams,0,164.54485,878fb667-b443-4ddf-b7dc-130824b736aa
TRXSWOD12903CBAAE8,Snøhvit,Karpe Diem,Aldri Solgt En Løgn,2010,178.36363,7d809463-4fc4-4042-8b51-5e2e87a93dc5
TRNGOQP128EF351D85,Ouverture [et suite] pour deux flûtes_ cordes et basse continue en mi mineur - Rondeau,Arion (Telemann),Telemann: Tafelmusik (First Production),0,131.52608,1f38d32a-f9bf-473e-9efc-31d102b08745
TRDWNUA128F42440B7,You Wanted More,A-Ha,Lifelines,2002,219.8722,7364dea6-ca9a-48e3-be01-b44ad0d19897
TRTCUNZ128F92F7D56,The Choice Is Yours,Black Sheep,The Document II,0,211.35628,d7f07620-a4b9-4afd-9991-472478a65848
TREVDTR128F92FE633,It's The Girl,Metropolis,2005 International Barbershop Quartet Contest - First Round - Volume 5,0,122.95791,efcfa835-7a37-4409-b83b-1eb60df654a1
TRLSHOL128F14728DC,Eu Tambem Sou Sentimental,Nelson Ned,Selecao De Ouro,0,219.24526,5c70dd66-e717-4ce3-8940-9a530f492383
TRVYKQD128F92D6A40,Mobb N**gaz,Prodigy ft. Infamous Mobb,Welcome To Hip Hop,0,186.77506,4a4ee089-93b1-4470-af9a-6ff575d32704
TRHIIFD128F92EF1F1,Fancy uncontrolled (ULTRNX - OutaCntrl Remix),Plemo And Rampue,Fancy uncontrolled,2009,271.0722,9aa04f79-3da5-4659-9a7d-7fb24bc2af12
TRRTSVZ12903CB075F,Nothing Is Wrong,FC Kahuna,Nothing Is Wrong,2002,613.85098,df360f0d-44bf-44c4-9b60-38d4fc13996a
TRVIDVL128F9357323,Starry Night On Emerald Bay,Roebeck,Hurricanes On Venus,2010,117.86404,81523d7c-e38c-476a-aca4-2458b5ee0ab6
TRODPSX128F14816AF,Nella Giungla,Francesco Guccini,Nella Giungla,0,252.31628,04aab033-628a-48b8-9d70-fc9b10761932
TRCSORW128F14A85E9,Panzer Be-Bop,Last Exit,The Noise of Trouble:Live in Tokyo,1986,541.6224,b92a20ed-6782-4907-87d1-dfad69c5b1eb
TROEXNQ128F93231E8,Vergüenza,Ska-P,Planeta Eskoria,2000,231.10485,2de794c8-8826-48d0-90e0-6900183ba9e0
TROPFKT128F4233D87,Sweet Little Woman,Carey Bell_ Lurrie Bell,Harpslinger,0,367.82975,e603ff26-c4fe-42eb-9e7c-7ac5fa6270cc
TRJCYDG128F933EC29,Cupid's Boogie,Johnny Otis,Cupid's Boogie,0,153.52118,8ca2e10a-7a93-4065-aa77-8f277bfb1c84
TRSHEGE128F9345169,Fame 09,Naturi Naughton,Fame - The Remixes Vol.1,0,204.19873,2108faa1-8054-45b3-a83a-630866923360
TREBIVQ128F92D97BA,Buttermilk Boy - Original,Humble Pie,Humble Pie Selected Hits,0,261.25016,696989bc-c9a8-4ba8-a99b-b8015dba577f
TRJPLGU128F92CA99C,Try So Hard,Tesla,Gold,1994,344.13669,eeacb319-8d4c-48e0-80a0-944e71c375bf
TRLOHNM128F92E5E88,You Can't Have It,Jackson United,Harmony And Dissidence,2008,215.24853,25c7930a-499d-460f-a26b-7baaf3460d2c
TREQKJU128F935299A,White Christmas,The Refreshments,Rock'N'Roll X-Mas,0,216.81587,f115c91a-2f30-4c0a-a6ce-e67411f2247f
TRYHLIJ12903CD4512,One Believer,Bjørn Berge,I'M The Antipop,2007,228.20526,fb6336b5-742f-4db8-b5b3-8c11ecf94301
TRTCYUN128F1497E0E,Protocol,Spokane,Measurement,2003,372.32281,1d6330b4-2c54-499e-864a-f11127d8e015
TRTYOPX12903CF628E,South Chicago,Marion Meadows,In Deep,2002,264.202,a531899e-f279-4a4f-9f76-aec1d05deef9
TRULKGK128F426BE00,Welcome Me,Indigo Girls,Nomads · Indians · Saints (Expanded Edition),1990,274.93832,00c49f40-d715-4b79-b223-432048602cce
TRKJOEE12903D05142,Wrong Is Right,Larry Coryell,Spaces,1974,541.57016,5a8f286f-cb7c-4e31-b021-935173f160ed
TROGYCU128E0781FFC,Noche De Accion,Mano Negra,Best Of,1998,166.63465,e024a3ca-c78e-459a-9a98-8029f49b5a5f
TRVTSVA128F9329DB6,Spanish Harlem,Jean Claude Ades,Finally!,0,467.04281,e8d65c7c-ab13-48d6-adbd-27bc392c28f4
TRCPRDX128F9331862,Get It Together,Slum Village,J-88,2010,174.07955,c0c1183e-6940-48ca-8f96-98250fcb3ef1
TRSNOYK128F4287DF5,Vox (Extended Version),Sarah McLachlan,Touch,1988,409.70404,ce58d854-7430-4231-aa44-97f0144b3372
TROXRHB128F4218F92,Highway To Hell,Full Blown Cherry,The Rock-A-Billy Tribute To AC/DC,2004,229.01506,59180c5d-98ab-43fc-8261-14512e47989b
TRWLBFP128F930FD23,All Bucked Up,Ed Burleson,The Cold Hard Truth,0,185.02485,f97b5c35-af32-4b08-b2b7-a4a5b18b8013
TRUWBXL12903CBA1D4,Prom Quiz,Grayskul,Deadlivers,2008,189.28281,a85ded53-ab49-43e4-b9db-664befef29ce
TRMENMM128F4249F7A,Can't Stop The Bleeding,Clit 45,Self-Hate Crimes,2005,98.42893,543fa67c-2f0e-4df5-864b-3d126ab696b7
TRTANTE128F428B398,New Dead Boyfriend,Big In Japan,Destroy The New Rock,0,204.042,fda504fc-02d9-4fdf-a4a5-b2d86c8d9fb9
TRDBGKS128F4281E26,1945 - 2005,Princess One Point Five,The Truth,2006,92.60363,8513e445-b2fc-4fbf-9973-1afb5e383d04
TROMOFD128F931E015,Home,Wah!,Love Holding Love,0,268.5122,45689e5b-7696-4b73-aa88-6dd4e440c668
TRPRHNT128E07861AE,This Can't Be Life,Jay-Z / Beanie Sigel / Scarface,The Dynasty,2005,292.25751,f82bcf78-5b69-4622-a5ef-73800768d9ac
TRUTYRP128F9344D0F,Where's The Pope?,William Goldstein,Saving Grace - Original Soundtrack,0,90.22649,dac57e38-6f3b-4e93-adfa-2e10c008e3ad
TRUQHKS12903C9F0B4,Devil's Galop,Charles Williams,UFO,0,78.78485,cb87bb99-3092-4be5-a515-ce8b0699f66f
TREKHBC128E0781ACC,Let's Split,Syd Barrett,Opel,1988,143.15057,12327d75-47d5-45d9-84c2-3760b9210c17
TRSZCPY128F933AA4A,No-Man's-Land,Waldo's People,Back Again: The Greatest Hits,2000,237.37424,83e1c010-0588-4abe-b27c-5596c12b25c9
TRRKOOJ128F429136D,Bastard,Dysrhythmia,Pretest,2003,366.99383,a70b0fc3-1434-44e9-8c23-df20d187fc54
TRVOGTM128F4227E0F,No Remorse,After The Fall,After The Fall,0,171.41506,cf3c8de7-f373-433f-9c57-01ee79fcb879
TREIHCL128F422BF9D,Wildcat Blues,John Surman,Withholding Pattern,1985,228.12689,4da58868-23ff-4839-b7f3-e79b00cf6d6f
TRLDQVJ128F93242B1,dr. Hettesi (Dr. Seveny),Malacka és a Tahó,Ez Már Röfi,0,169.29914,2a117324-6049-41b3-ac8b-77755a8876d6
TRIJSDS128F92F9CDA,Solar Defiance,Richard H Kirk,Earlier/Later: Unreleased Projects Anthology 74/89,2004,396.32934,39fe04bf-ba1a-481d-9836-b96beb549033
TRUCMLV128F4297092,Milonga de los ojos dorados (Cara B),Jorge Drexler,Cara B,0,186.67057,abb91078-f7db-41f2-8f07-7f37bb739143
TRGOOTF128F4267D09,I Feel Sanctified,Wild Cherry,Wild Cherry,1976,227.99628,da5ff827-174b-48d1-9a39-9fa290bb2925
TRRXKVJ128F4285698,Confirmation Of Love,The Mother Hips,Kiss The Crystal Flake,2007,180.27057,ae97dec5-cbbc-40be-b4d6-6673b660b3d3
TRZJUTY128F1489D04,Ascension,Hazel,Are You Going To Eat That,0,170.70975,7eafc996-3387-4936-9ea3-471131df73eb
TRMUZSD128F4297372,Knocked Me Over With A Feather,Billy Bremner,No Ifs_  Buts_  Maybes,0,225.38404,1d5ffcf2-4077-4cc4-93eb-5d1e87dd15a5
TRPSCCT128F42906A1,Walkin' Shoes,Tishamingo,The Point,0,256.28689,ba6a92a2-0c8d-4245-861b-59bacf886213
TRLRZSU128F9330197,Intro,Josh Martinez,Midriff Music,0,134.71302,3ac38777-9b8e-40c0-866c-26ecbf210e30
TRCNFDL128F93216F2,That's Exactly What I Wanted... Exactly That,Wheat,That's Exactly What I Wanted... Exactly That,2006,106.91873,eff0f76c-9d4a-4c80-b59e-5b6b5bcd8643
TRZRCSI128F93264F8,Varb,Jeff Samuel,2000 Flushes Strikes Back,2001,277.62893,6b8072cf-7d49-4484-8041-c84a9e56abc7
TRTCSHH128F92F2DBE,Same Mistakes,Sommerset,Fast Cars_ Slow Guitars,2005,90.38322,1a75308c-86fe-4bb0-bda5-e31d01995395
TRYSCZK128F147BD4C,Tv Mind (Album Version),Revolting Cocks,You Goddamned Son Of A Bitch: Live At The Metro Chicago,0,473.10322,2865730a-5757-4005-875e-84d6274cb1c0
TRQPQGZ128F428226C,The Man With The Harmonica,Apollo Four Forty,Morricone RMX,2001,356.91057,1ff10dff-7ac7-4e53-bc02-d5c3cbd8448b
TRYGQVJ128F428724D,Dead Afternoon,Two Banks Of Four,Junkyard Gods,2008,262.19057,54a38eab-579c-4024-8033-f38b84f07ba0
TRRMAGB12903CF915F,Eyes Of Eternal Scourge,Krisiun,Ageless Venomous (re-issue),2001,267.78077,9e6458d6-7053-48eb-ac8f-bf6fdf9169c6
TRIYXDX12903D10D14,Itch I Can't Scratch,The Adjusters,Reckless Relations,0,172.5122,d0d52284-80a0-4529-877a-01bb48c9dda5
TRDVZKQ128F93400F1,When U Hit Ya Lowz,Natas,Godlike,0,174.13179,62f36728-b08f-4735-afac-70d9cc5ce48f
TRPSFXW128F9347182,Lo sigo intentando,María Villalón,Rompe,0,210.02404,a0d98376-0ce5-4c7a-815b-d99bd66a9628
TRXUMCN128F92DD036,Albert's Love Theme,Paul Bley,Ramblin',1992,568.78975,5ff0b393-1706-47ce-8bda-a0fd3fe9b98a
TRTJMHJ128F42ACB5E,Change Partners,Renato Russo,O Ultimo Solo,1997,160.44363,8ce64b67-8535-45cf-9caf-87734a09b3fd
TRHAQLX128F427FBE7,Je te Souhaite,Natasha St-Pier,L'Instant D' Après,2003,228.98893,75433c64-f96a-4454-9b62-2005fe59acbc
TRWCTQG12903CF5115,Escape,Deep Nights,Magic Island Vol. 2,0,312.2673,a71a65c6-228e-420f-8a95-cebc659dc1ba
TRCDGIA12903CB8CC7,Two Time No Time,Fletcher Henderson,Best of,0,192.46975,f47d1c94-c3e3-4c84-a42a-6c33e0032839
TRMHSOU128F4236BF1,Skip To My Lou (LP Version),Judy Garland_ Lucille Bremer And Ensemble,Meet Me In St. Louis - O.S.T.,0,147.01669,dd5d240e-3326-4c76-986d-0658fb61e0c7
TRHAPFF128F42AE3A3,Shatner Says Goodbye,Brad Paisley;William Shatner,Time Well Wasted,2005,27.16689,6cfd7ffc-824f-4219-8e27-4b9417700f44
TRVSXEN128F934396E,Where Are You,Caviar,The Thin Mercury Sound,2003,220.39465,353155c4-0476-4716-a75c-3ccae8e39a9d
TRXJOTS12903C9BB9C,Tranzition,Richard Pinhas,Transition,0,580.25751,0d755f76-9152-4ca9-85fc-26d4ea9e6cbf
TRBZBVI128F930D616,On the Low,Ends & Means_ Hyjak_ Kye,Ends & Means EP,0,267.78077,e82bbf8e-552c-4a7b-a593-5dee5f1f53b5
TRWOTSG128F1482436,Photobooth (Rolling Stone Original),Death Cab for Cutie,Rolling Stone Original,0,227.73506,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6
TRSNVTH128F933717B,Disco Fever,B.G. The Prince Of Rap,Get The Groove On,1996,339.66975,bbb8da7a-3e9e-4e23-972b-d7893beba806
TRWLGDC128F145C439,Cracked (The Good_ The Bad_ And The Ugly Album Version),Huntingtons,The Good_ The Bad_ And The Ugly,0,112.1171,e7d1eafc-4934-48b4-8a09-2c5cc2938853
TREYXDW12903CE4181,Ditty,State of the Nation,Objective Complete,0,276.89751,ac04e75e-3723-4950-b637-337a8c2d2b66
TRNXVHK128F93510A2,Fires (Which Burn Brightly),Procol Harum feat. Christianne Legrand,Grand Hotel,1973,308.87138,44119570-4d53-46e7-a447-bd18608c28d8
TRBKFVR128F4295E82,Für Immer,Plüsch,Sidefiin,2004,230.60853,bc8dd6b9-d873-4c09-8975-479100815131
TRWJZMX128F426216E,Out All Night,The Pietasters,Willis,1997,196.72771,d8626bb7-73f2-41a6-b617-4997fd8cf40a
TRYJKYS128F4237E71,Hände Hoch,Sia & Sayse,Phönix,0,233.11628,2f548675-008d-4332-876c-108b0c7ab9c5
TRNOPUE128F9310D26,Panis angelicus,José Carreras,40 Most Beautiful Christmas Classics,1991,248.52853,7716ddac-2f24-44fa-81b1-bfa920811445
TRIRBWB12903CD5FE3,Liefde Zonder Eind (met Stylie Moore),Gordon,Kon ik maar even bij je zijn,1991,245.86404,f66a4419-7682-42ca-acf8-8b3ae720a836
TRPZQPW128F92E099F,Whoa Oh! (Me vs Everyone),Forever The Sickest Kids,Woah Oh!,0,204.85179,5c6f8874-cb53-4f4d-9168-cc2af8c7ecf9
TRAZRBR128E0782989,Where Do We Go Now But Nowhere,Nick Cave & The Bad Seeds,The Boatmans Call,2006,345.75628,172e1f1a-504d-4488-b053-6344ba63e6d0
TRKNMDV128F9303A54,Rakkauden Tähden,Sami Saari,Neljäs,2005,267.91138,4ac4694c-8214-4cfa-8b70-cd9ddd293b43
TRRLWLI128F14984FF,Fiesta,Archie Shepp,The Way Ahead,1998,597.44608,5ceff60b-8183-49bf-a855-328d3c172106
TRENGKK128F425D587,Running Away,Jessy J,Tequila Moon,0,231.18322,9ff4f432-5e01-489d-bb92-545ef1728503
TRXFYFN128F1485831,Some Men,Darkel,Darkel,2006,248.55465,f5699bbd-3ceb-4c7f-97ff-66e1cb7290b2
TRUIMZD128F92FB166,I Almost Lost My Mind,Duane Eddy,Mr Twangin' Guitar,1958,139.96363,efc0ee36-ad69-45af-8602-991b254b7529
TROLEMD128F9301505,Watch Me,7L & Esoteric,Dangerous Connection,2002,234.00444,9c440543-efbb-4f5e-8510-dde56fbf4d0d
TRTSQJK12903D00158,Hang Out Where You Matter,Crash Kelly,Electric Satisfaction,0,165.38077,ec56e18b-d2ba-4bba-9d1a-c4ff2aafa344
TRKEPZX12903CBFE11,Please_ Please_ Please_ Let Me Get What I Want (Album Version),She & Him,[500] Days Of Summer - Music From The Motion Picture,0,132.49261,fb821608-35fd-4a45-a4b2-1a0537cee111
TROOYMU128F92EA1A9,Love Endless,Count Bass D,2006 (Some Music Pt.2),0,85.83791,18c9e1ac-840d-4d30-86a0-16b2f608b20f
TREDSZU128F932B640,Bad Blood Better,Bob Mould,Life And Times,2008,226.08934,d7f5305a-15fc-4af4-a61b-f6f45510cc8f
TRKLMUW128F9303FC8,Dynamite,The dB's,Best Of The IRS Years,1981,206.28853,d2a54937-fd0d-4586-85c3-235a405019cf
TRWGIRG128F428B796,Apocalypse Girl,The Humpers,Live Forever Or Die Trying,2003,119.61424,b1b407e2-2c36-4d0d-8caf-81c4cc1ba7c2
TRTXKKT128F1495DD7,You Finally Found Your Love (Album Version),Mason Proffit,Come And Gone,0,263.36608,e1fa2b61-a749-4451-bd1f-0a2fb4b6cdf7
TRTCCYZ128F42587D3,Make It Happen (The New Hit Mix),The Teenagers,Make It Happen,0,181.15873,b3b5ceef-0d3e-4191-a621-5e97d6ed3d97
TRDHJZL128F92F31BA,You're In Love Charlie Brown (LP Version),Vince Guaraldi,Oh Good Grief,0,188.99546,05b5488d-7141-4b21-819b-d4713abf2a98
TRQVNUH128F1458ECA,Hang On To A Dream (Live),The Nice,Elegy,1971,762.95791,db301158-fdfd-49f6-be50-4909dbbc1e53
